Lambda11(-),Lambda22(-),Lambda33(-),I1,I41,I42,Energy,Sigma11(KPa),Sigma22(KPa)
1.195918367346939,1.0551020408163265,0.7925086314455276,3.171530988808208,1.4302207413577679,1.113240316534777,0.96387154,10.312874,3.8870463
1.2020408163265306,1.0551020408163265,0.7884720849356186,3.1798306693724507,1.444902124114952,1.113240316534777,1.0404079,10.731962,4.148358
1.2081632653061225,1.0551020408163265,0.7844764493700663,3.1883020917861953,1.459658475635152,1.113240316534777,1.1187303,11.169655,4.420376
1.2142857142857144,1.0551020408163265,0.7805211059278643,3.196943309252001,1.4744897959183676,1.113240316534777,1.198817,11.626439,4.703147
1.220408163265306,1.0551020408163265,0.7766054482058182,3.205752423682335,1.489396084964598,1.113240316534777,1.2806485,12.102809,4.9967117
1.226530612244898,1.0551020408163265,0.7727288819086178,3.214727584244364,1.5043773427738443,1.113240316534777,1.3642044,12.599235,5.301111
1.23265306122449,1.0551020408163265,0.7688908245481444,3.2238669859552083,1.519433569346106,1.113240316534777,1.4494655,13.116186,5.616373
1.2387755102040816,1.0551020408163265,0.7650907051516957,3.233168868325679,1.5345647646813827,1.113240316534777,1.5364122,13.654124,5.942519
1.2448979591836735,1.0551020408163265,0.7613279639788185,3.2426315140505855,1.5497709287796753,1.113240316534777,1.6250267,14.213509,6.279584
1.2510204081632654,1.0551020408163265,0.7576020522464588,3.2522532477438064,1.5650520616409833,1.113240316534777,1.7152903,14.794779,6.627571
1.2571428571428571,1.0551020408163265,0.7539124318621417,3.2620324347163714,1.580408163265306,1.113240316534777,1.8071864,15.398386,6.9865
1.263265306122449,1.0551020408163265,0.7502585751649099,3.2719674797959026,1.5958392336526448,1.113240316534777,1.9006965,16.024757,7.3563786
1.269387755102041,1.0551020408163265,0.7466399646737609,3.282056826185811,1.611345272802999,1.113240316534777,1.995805,16.674334,7.737215
1.2755102040816326,1.0551020408163265,0.743056092843327,3.2922989543627357,1.626926280716368,1.113240316534777,2.0924942,17.34753,8.129006
1.2816326530612245,1.0551020408163265,0.7395064618265594,3.302692381010767,1.642582257392753,1.113240316534777,2.1907492,18.04477,8.531758
1.2877551020408164,1.0551020408163265,0.7359905832441827,3.3132356579910427,1.6583132028321537,1.113240316534777,2.2948284,18.827133,8.977216
1.2938775510204081,1.0551020408163265,0.7325079779606929,3.323927371345409,1.6741191170345688,1.113240316534777,2.4616356,20.35685,9.783715
1.3,1.0551020408163265,0.7290581758666864,3.3347661403328375,1.6900000000000002,1.113240316534777,2.639039,21.999374,10.627751
1.0,1.0612244897959184,0.9423076923076923,3.0141412047248557,1.0,1.1261974177426073,-0.14559197,1.3193455,1.8780127
1.006122448979592,1.0612244897959184,0.9365735684194101,3.015649849145166,1.0122823823406915,1.1261974177426073,-0.13661093,1.5308261,1.951653
1.0122448979591836,1.0612244897959184,0.9309088089330025,3.0174283617360667,1.024639733444398,1.1261974177426073,-0.12601501,1.7522979,2.0225577
1.0183673469387755,1.0612244897959184,0.9253121627871127,3.019472069655492,1.0370720533111204,1.1261974177426073,-0.11383176,1.9842639,2.0909362
1.0244897959183674,1.0612244897959184,0.9197824088262333,3.0217764392696536,1.0495793419408581,1.1261974177426073,-0.100088716,2.2272177,2.1569834
1.030612244897959,1.0612244897959184,0.9143183549124143,3.0243370712059616,1.0621615993336109,1.1261974177426073,-0.085011244,2.4473944,2.2068892
1.036734693877551,1.0612244897959184,0.9089188370684433,3.027149695609838,1.0748188254893793,1.1261974177426073,-0.068491876,2.666129,2.2496529
1.042857142857143,1.0612244897959184,0.9035827186512116,3.0302101675958855,1.0875510204081633,1.1261974177426073,-0.050515592,2.890221,2.2881207
1.0489795918367346,1.0612244897959184,0.8983088895540258,3.033514462884357,1.1003581840899623,1.1261974177426073,-0.030746698,3.1158776,2.3232636
1.0551020408163265,1.0612244897959184,0.893096265436691,3.037058673614349,1.113240316534777,1.1261974177426073,-0.00823468,3.3324494,2.3576045
1.0612244897959184,1.0612244897959184,0.8879437869822485,3.0408390043255915,1.1261974177426073,1.1261974177426073,0.015816092,3.5532312,2.3885622
1.0673469387755101,1.0612244897959184,0.882850419179291,3.04485176810111,1.1392294877134526,1.1261974177426073,0.041380703,3.7784252,2.4162588
1.073469387755102,1.0612244897959184,0.8778151506288387,3.0490933828634517,1.1523365264473135,1.1261974177426073,0.068436265,4.0082245,2.4408083
1.079591836734694,1.0612244897959184,0.8728369928747999,3.0535603678175205,1.16551853394419,1.1261974177426073,0.09696013,4.2428246,2.4623241
1.0857142857142856,1.0612244897959184,0.867914979757085,3.05824934003343,1.1787755102040816,1.1261974177426073,0.12692976,4.482413,2.4809117
1.0918367346938775,1.0612244897959184,0.8630481667864845,3.0631570111631077,1.1921074552269888,1.1261974177426073,0.15832382,4.7271748,2.4966755
1.0979591836734695,1.0612244897959184,0.8582356305404633,3.0682801842847054,1.2055143690129115,1.1261974177426073,0.19112188,4.977292,2.5097113
1.1040816326530611,1.0612244897959184,0.853476468079056,3.0736157508691564,1.218996251561849,1.1261974177426073,0.22530305,5.232944,2.5201135
1.110204081632653,1.0612244897959184,0.8487697963800904,3.07916068786351,1.2325531028738026,1.1261974177426073,0.2608478,5.4943037,2.5279722
1.116326530612245,1.0612244897959184,0.8441147517929967,3.0849120548859315,1.2461849229487716,1.1261974177426073,0.297737,5.7615485,2.5333753
1.1224489795918366,1.0612244897959184,0.8395104895104895,3.090866991527504,1.2598917117867554,1.1261974177426073,0.33595198,6.0348477,2.5364032
1.1285714285714286,1.0612244897959184,0.8349561830574489,3.0970227147562266,1.2736734693877552,1.1261974177426073,0.3754744,6.314366,2.5371366
1.1346938775510205,1.0612244897959184,0.8304510237963475,3.1033765164187797,1.2875301957517702,1.1261974177426073,0.41628677,6.6002736,2.5356517
1.1408163265306124,1.0612244897959184,0.8259942204486032,3.109925760835903,1.3014618908788007,1.1261974177426073,0.45837194,6.892733,2.532022
1.146938775510204,1.0612244897959184,0.821584998631262,3.116667882487384,1.3154685547688463,1.1261974177426073,0.50171286,7.191903,2.5263166
1.153061224489796,1.0612244897959184,0.817222600408441,3.1236003837828497,1.3295501874219078,1.1261974177426073,0.5506287,7.6132727,2.654026
1.1591836734693879,1.0612244897959184,0.8129062838569879,3.1307208329147698,1.3437067888379846,1.1261974177426073,0.6016919,8.07481,2.8115578
1.1653061224489796,1.0612244897959184,0.8086353226458305,3.13802686179021,1.3579383590170762,1.1261974177426073,0.65416163,8.558508,2.9766226
1.1714285714285715,1.0612244897959184,0.8044090056285177,3.145516164038052,1.372244897959184,1.1261974177426073,0.7153277,8.979906,3.173695
1.1775510204081634,1.0612244897959184,0.8002266364484735,3.1531864930885516,1.386626405664307,1.1261974177426073,0.78534144,9.336745,3.4043179
1.183673469387755,1.0612244897959184,0.7960875331564987,3.1610356603222516,1.4010828821324448,1.1261974177426073,0.8572182,9.710325,3.6456218
1.189795918367347,1.0612244897959184,0.7919910278400842,3.169061533285399,1.4156143273635986,1.1261974177426073,0.93093354,10.10117,3.897667
1.195918367346939,1.0612244897959184,0.7879364662641112,3.17726203396915,1.4302207413577679,1.1261974177426073,1.0064671,10.509787,4.160519
1.2020408163265306,1.0612244897959184,0.7839232075225283,3.1856351371499683,1.444902124114952,1.1261974177426073,1.0837948,10.936691,4.4342275
1.2081632653061225,1.0612244897959184,0.7799506237006236,3.194178868788751,1.459658475635152,1.1261974177426073,1.1628969,11.382372,4.7188425
1.2142857142857144,1.0612244897959184,0.7760180995475112,3.2028913044863057,1.4744897959183676,1.1261974177426073,1.2437522,11.847321,5.014406
1.220408163265306,1.0612244897959184,0.7721250321584769,3.211770567992934,1.489396084964598,1.1261974177426073,1.3263402,12.332013,5.3209524
1.226530612244898,1.0612244897959184,0.7682708306668373,3.220814829769964,1.5043773427738443,1.1261974177426073,1.4106412,12.836921,5.6385098
1.23265306122449,1.0612244897959184,0.7644549159449819,3.230022305601163,1.519433569346106,1.1261974177426073,1.4966366,13.362508,5.967108
1.2387755102040816,1.0612244897959184,0.760676720314282,3.239391255252082,1.5345647646813827,1.1261974177426073,1.5843067,13.909227,6.3067617
1.2448979591836735,1.0612244897959184,0.756935687263556,3.248919981175434,1.5497709287796753,1.1261974177426073,1.6736336,14.477535,6.6574945
1.2510204081632654,1.0612244897959184,0.7532312711758061,3.2586068272607114,1.5650520616409833,1.1261974177426073,1.7646,15.067865,7.019314
1.2571428571428571,1.0612244897959184,0.7495629370629371,3.26845017762633,1.580408163265306,1.1261974177426073,1.857188,15.680666,7.392231
1.263265306122449,1.0612244897959184,0.7459301603081894,3.2784484554526534,1.5958392336526448,1.1261974177426073,1.9513798,16.31636,7.776249
1.269387755102041,1.0612244897959184,0.7423324264160276,3.2886001218543135,1.611345272802999,1.1261974177426073,2.04716,16.975374,8.171366
1.2755102040816326,1.0612244897959184,0.7387692307692307,3.2989036747903366,1.626926280716368,1.1261974177426073,2.1445122,17.658134,8.577589
1.2816326530612245,1.0612244897959184,0.7352400783929445,3.3093576480106233,1.642582257392753,1.1261974177426073,2.2434196,18.365057,8.994905
1.2877551020408164,1.0612244897959184,0.7317444837254662,3.31996061003741,1.6583132028321537,1.1261974177426073,2.372203,19.459534,9.612117
1.2938775510204081,1.0612244897959184,0.728281970395535,3.330711163180379,1.6741191170345688,1.1261974177426073,2.548034,21.05976,10.463924
1.3,1.0612244897959184,0.7248520710059171,3.3416079425841745,1.6900000000000002,1.1261974177426073,2.726588,22.728817,11.340358
1.0,1.0673469387755101,0.936902485659656,3.0170157553486945,1.0,1.1392294877134526,-0.13060838,1.4545484,2.039627
1.006122448979592,1.0673469387755101,0.9312012534953984,3.0186476445655455,1.0122823823406915,1.1392294877134526,-0.12088966,1.6712909,2.112702
1.0122448979591836,1.0673469387755101,0.9255689878492569,3.020547172426148,1.024639733444398,1.1392294877134526,-0.10956919,1.8981986,2.1831794
1.0183673469387755,1.0673469387755101,0.9200044448361351,3.022709719542818,1.0370720533111204,1.1392294877134526,-0.096682906,2.134472,2.2507038
1.0244897959183674,1.0673469387755101,0.9145064103052417,3.0251308041436893,1.0495793419408581,1.1392294877134526,-0.082464814,2.3453941,2.3004236
1.030612244897959,1.0673469387755101,0.9090736989568939,3.027806077182233,1.0621615993336109,1.1392294877134526,-0.06675285,2.5613356,2.3456316
1.036734693877551,1.0673469387755101,0.903705153490613,3.030731317648324,1.0748188254893793,1.1392294877134526,-0.049571335,2.7824988,2.386456
1.042857142857143,1.0673469387755101,0.8983996437832317,3.0339024280714533,1.0875510204081633,1.1392294877134526,-0.030791223,3.0073862,2.4233942
1.0489795918367346,1.0673469387755101,0.8931560660957809,3.037315430207106,1.1003581840899623,1.1392294877134526,-0.009132326,3.221784,2.459847
1.0551020408163265,1.0673469387755101,0.8879733423079911,3.040966460897854,1.113240316534777,1.1392294877134526,0.014077663,3.4402637,2.4928427
1.0612244897959184,1.0673469387755101,0.882850419179291,3.04485176810111,1.1261974177426073,1.1392294877134526,0.03881389,3.663022,2.5225058
1.0673469387755101,1.0673469387755101,0.8777862676352417,3.048967707075913,1.1392294877134526,1.1392294877134526,0.06505227,3.8902607,2.5489569
1.073469387755102,1.0673469387755101,0.8727798820783867,3.053310736721529,1.1523365264473135,1.1392294877134526,0.09277022,4.1221704,2.5723085
1.079591836734694,1.0673469387755101,0.8678302797225546,3.05787741606097,1.16551853394419,1.1392294877134526,0.12194502,4.3589444,2.59267
1.0857142857142856,1.0673469387755101,0.8629364999496832,3.0626644008629436,1.1787755102040816,1.1392294877134526,0.15255475,4.6007695,2.610147
1.0918367346938775,1.0673469387755101,0.8580976036882829,3.067668440396015,1.1921074552269888,1.1392294877134526,0.18457836,4.8478246,2.6248393
1.0979591836734695,1.0673469387755101,0.8533126728126977,3.072886374309114,1.2055143690129115,1.1392294877134526,0.21799505,5.100294,2.6368437
1.1040816326530611,1.0673469387755101,0.84858080956235,3.078315129632795,1.218996251561849,1.1392294877134526,0.25278473,5.3583546,2.6462507
1.110204081632653,1.0673469387755101,0.8439011359802048,3.0839517178959355,1.2325531028738026,1.1392294877134526,0.28892815,5.622178,2.6531487
1.116326530612245,1.0673469387755101,0.83927279336971,3.08979323235282,1.2461849229487716,1.1392294877134526,0.32640606,5.8919377,2.6576238
1.1224489795918366,1.0673469387755101,0.8346949417695116,3.0958368453158163,1.2598917117867554,1.1392294877134526,0.36519974,6.1677995,2.6597571
1.1285714285714286,1.0673469387755101,0.8301667594452646,3.1020798055890597,1.2736734693877552,1.1392294877134526,0.4052921,6.449934,2.659626
1.1346938775510205,1.0673469387755101,0.8256874423978982,3.1085194359988053,1.2875301957517702,1.1392294877134526,0.44666535,6.738505,2.6573043
1.1408163265306124,1.0673469387755101,0.8212562038877125,3.115153131016309,1.3014618908788007,1.1392294877134526,0.48930162,7.0336704,2.6528654
1.146938775510204,1.0673469387755101,0.8168722739737213,3.1219783544692974,1.3154685547688463,1.1392294877134526,0.5345394,7.37086,2.6896553
1.153061224489796,1.0673469387755101,0.8125348990676662,3.1289926373382633,1.3295501874219078,1.1392294877134526,0.5848066,7.8196707,2.8478212
1.1591836734693879,1.0673469387755101,0.8082433415021678,3.136193575634027,1.3437067888379846,1.1392294877134526,0.6364884,8.290249,3.013627
1.1653061224489796,1.0673469387755101,0.8039968791124894,3.143578828353151,1.3579383590170762,1.1392294877134526,0.6895662,8.7831745,3.1871514
1.1714285714285715,1.0673469387755101,0.7997948048314135,3.1511461155079554,1.372244897959184,1.1392294877134526,0.7567217,9.151832,3.4125109
1.1775510204081634,1.0673469387755101,0.7956364262967615,3.158893216228041,1.386626405664307,1.1392294877134526,0.82756346,9.515941,3.6549196
1.183673469387755,1.0673469387755101,0.7915210654710886,3.1668179669303846,1.4010828821324448,1.1392294877134526,0.9002554,9.896984,3.908226
1.189795918367347,1.0673469387755101,0.7874480582731241,3.174918259555165,1.4156143273635986,1.1392294877134526,0.9747737,10.295479,4.1724896
1.195918367346939,1.0673469387755101,0.7834167542205313,3.183192039864653,1.4302207413577679,1.1392294877134526,1.0510972,10.711936,4.4477644
1.2020408163265306,1.0673469387755101,0.7794265160835847,3.1916373058025993,1.444902124114952,1.1392294877134526,1.1292031,11.1468525,4.7340984
1.2081632653061225,1.0673469387755101,0.7754767195493774,3.2002521059116686,1.459658475635152,1.1392294877134526,1.2090719,11.600719,5.031532
1.2142857142857144,1.0673469387755101,0.7715667528961871,3.209034537806586,1.4744897959183676,1.1392294877134526,1.2906818,12.074013,5.3400984
1.220408163265306,1.0673469387755101,0.7676960166776445,3.2179827467007724,1.489396084964598,1.1392294877134526,1.3740132,12.56721,5.659831
1.226530612244898,1.0673469387755101,0.7638639234163583,3.227094923984329,1.5043773427738443,1.1392294877134526,1.4590466,13.080775,5.9907503
1.23265306122449,1.0673469387755101,0.7600698973066744,3.236369305851337,1.519433569346106,1.1392294877134526,1.5457635,13.615168,6.332881
1.2387755102040816,1.0673469387755101,0.7563133739262461,3.245804171974537,1.5345647646813827,1.1392294877134526,1.6341448,14.170836,6.6862364
1.2448979591836735,1.0673469387755101,0.7525937999561171,3.255397844225516,1.5497709287796753,1.1392294877134526,1.7241721,14.748224,7.050827
1.2510204081632654,1.0673469387755101,0.7489106329090234,3.2651486854386294,1.5650520616409833,1.1392294877134526,1.8158283,15.347774,7.4266615
1.2571428571428571,1.0673469387755101,0.7452633408656354,3.275055098216967,1.580408163265306,1.1392294877134526,1.9090958,15.969916,7.8137426
1.263265306122449,1.0673469387755101,0.7416514022184675,3.2851155237787166,1.5958392336526448,1.1392294877134526,2.0039587,16.615076,8.212074
1.269387755102041,1.0673469387755101,0.7380743054232015,3.2953284408423933,1.611345272802999,1.1392294877134526,2.1003995,17.283678,8.621649
1.2755102040816326,1.0673469387755101,0.7345315487571703,3.3056923645494276,1.626926280716368,1.1392294877134526,2.1984022,17.976137,9.042463
1.2816326530612245,1.0673469387755101,0.7310226400847634,3.316205845422703,1.642582257392753,1.1392294877134526,2.2979517,18.692871,9.474508
1.2877551020408164,1.0673469387755101,0.7275470966295268,3.3268674683596604,1.6583132028321537,1.1392294877134526,2.4607623,20.163982,10.296237
1.2938775510204081,1.0673469387755101,0.724104444752731,3.337675851658682,1.6741191170345688,1.1392294877134526,2.63774,21.790781,11.180487
1.3,1.0673469387755101,0.7206942197381968,3.3486296460775007,1.6900000000000002,1.1392294877134526,2.8174233,23.48663,12.089607
1.0,1.073469387755102,0.9315589353612167,3.0201385764986366,1.0,1.1523365264473135,-0.1141516,1.5970154,2.2008104
1.006122448979592,1.073469387755102,0.9258902197302153,3.0218916077800713,1.0122823823406915,1.1523365264473135,-0.10370773,1.8191829,2.2734504
1.0122448979591836,1.073469387755102,0.9202900772721697,3.0239100862173274,1.024639733444398,1.1523365264473135,-0.09175843,2.0382915,2.3375735
1.0183673469387755,1.073469387755102,0.9147572711963853,3.026189444965091,1.0370720533111204,1.1523365264473135,-0.07837361,2.2466989,2.3899255
1.0244897959183674,1.073469387755102,0.9092905942768849,3.028725253228582,1.0495793419408581,1.1523365264473135,-0.06348133,2.4599838,2.4376698
1.030612244897959,1.073469387755102,0.9038888679742499,3.0315132114286953,1.0621615993336109,1.1523365264473135,-0.047106802,2.6783514,2.480937
1.036734693877551,1.073469387755102,0.8985509415885752,3.034549146566408,1.0748188254893793,1.1523365264473135,-0.029168189,2.9008327,2.520125
1.042857142857143,1.073469387755102,0.8932756914422626,3.037829007777129,1.0875510204081633,1.1523365264473135,-0.008374989,3.1131897,2.5587626
1.0489795918367346,1.073469387755102,0.8880620200914324,3.041348862066152,1.1003581840899623,1.1523365264473135,0.013982117,3.329494,2.5938678
1.0551020408163265,1.073469387755102,0.8829088555647896,3.045104890216817,1.113240316534777,1.1523365264473135,0.03787762,3.5499487,2.6255684
1.0612244897959184,1.073469387755102,0.8778151506288387,3.0490933828634517,1.1261974177426073,1.1523365264473135,0.0632875,3.7747521,2.6539865
1.0673469387755101,1.073469387755102,0.8727798820783867,3.053310736721529,1.1392294877134526,1.1523365264473135,0.09018856,4.0041018,2.6792383
1.073469387755102,1.073469387755102,0.8678020500513236,3.057753450967907,1.1523365264473135,1.1523365264473135,0.118557274,4.238186,2.701438
1.079591836734694,1.073469387755102,0.8628806773667225,3.0624181237643575,1.16551853394419,1.1523365264473135,0.14837193,4.477197,2.7206883
1.0857142857142856,1.073469387755102,0.8580148088853312,3.0673014489179264,1.1787755102040816,1.1523365264473135,0.17961091,4.7213173,2.7370949
1.0918367346938775,1.073469387755102,0.8532035108915816,3.0724002126720236,1.1921074552269888,1.1523365264473135,0.2122528,4.9707265,2.7507558
1.0979591836734695,1.073469387755102,0.8484458704962755,3.077711290622408,1.2055143690129115,1.1523365264473135,0.24627781,5.225606,2.7617655
1.1040816326530611,1.073469387755102,0.8437409950591428,3.083231644752555,1.218996251561849,1.1523365264473135,0.28166586,5.4861317,2.770214
1.110204081632653,1.073469387755102,0.8390880116305077,3.0889583205831554,1.2325531028738026,1.1523365264473135,0.31839746,5.752471,2.776186
1.116326530612245,1.073469387755102,0.8344860664113275,3.094888444430736,1.2461849229487716,1.1523365264473135,0.35645407,6.0247974,2.779767
1.1224489795918366,1.073469387755102,0.8299343242309023,3.1010192207706733,1.2598917117867554,1.1523365264473135,0.39581746,6.3032775,2.7810369
1.1285714285714286,1.073469387755102,0.8254319680415845,3.107347929700072,1.2736734693877552,1.1523365264473135,0.43646973,6.5880756,2.7800713
1.1346938775510205,1.073469387755102,0.8209781984298492,3.113871924496205,1.2875301957517702,1.1523365264473135,0.47839373,6.8793583,2.7769423
1.1408163265306124,1.073469387755102,0.8165722331431058,3.120588629266433,1.3014618908788007,1.1523365264473135,0.52157205,7.177282,2.7717242
1.146938775510204,1.073469387755102,0.8122133066316658,3.1274955366857045,1.3154685547688463,1.1523365264473135,0.56963545,7.57815,2.884739
1.153061224489796,1.073469387755102,0.807900669605303,3.1345902058179185,1.3295501874219078,1.1523365264473135,0.62052006,8.036013,3.0511937
1.1591836734693879,1.073469387755102,0.8036335886038665,3.1418702600176265,1.3437067888379846,1.1523365264473135,0.6728094,8.515837,3.2254763
1.1653061224489796,1.073469387755102,0.7994113455814295,3.1493333849087013,1.3579383590170762,1.1523365264473135,0.73037964,8.973377,3.4215097
1.1714285714285715,1.073469387755102,0.7952332375034776,3.1569773264367598,1.372244897959184,1.1523365264473135,0.800175,9.328365,3.6648908
1.1775510204081634,1.073469387755102,0.7910985759566659,3.164799888992285,1.386626405664307,1.1523365264473135,0.8718309,9.699959,3.919324
1.183673469387755,1.073469387755102,0.7870066867706831,3.1727989336015265,1.4010828821324448,1.1523365264473135,0.9453235,10.0886755,4.1848707
1.189795918367347,1.073469387755102,0.7829569096517944,3.1809723761824005,1.4156143273635986,1.1523365264473135,1.0206313,10.495031,4.4615817
1.195918367346939,1.073469387755102,0.7789485978276385,3.1893181858627258,1.4302207413577679,1.1523365264473135,1.0977309,10.919519,4.7495036
1.2020408163265306,1.073469387755102,0.7749811177028799,3.1978343833582703,1.444902124114952,1.1523365264473135,1.1766026,11.362644,5.0486813
1.2081632653061225,1.073469387755102,0.7710538485253314,3.2065190394081906,1.459658475635152,1.1523365264473135,1.2572241,11.824876,5.3591413
1.2142857142857144,1.073469387755102,0.7671661820621785,3.215370273265541,1.4744897959183676,1.1523365264473135,1.3395762,12.306699,5.6809206
1.220408163265306,1.073469387755102,0.7633175222859468,3.2243862512406682,1.489396084964598,1.1523365264473135,1.4236386,12.808576,6.014038
1.226530612244898,1.073469387755102,0.7595072850698771,3.2335651852953737,1.5043773427738443,1.1523365264473135,1.5093923,13.330968,6.3585176
1.23265306122449,1.073469387755102,0.7557348978923778,3.2429053316858223,1.519433569346106,1.1523365264473135,1.5968182,13.874329,6.7143717
1.2387755102040816,1.073469387755102,0.7519997995502409,3.2524049896522986,1.5345647646813827,1.1523365264473135,1.6858978,14.439099,7.081609
1.2448979591836735,1.073469387755102,0.7483014398803216,3.2620625001539514,1.5497709287796753,1.1523365264473135,1.776614,15.025729,7.4602404
1.2510204081632654,1.073469387755102,0.7446392794893901,3.271876244646775,1.5650520616409833,1.1523365264473135,1.8689487,15.634641,7.8502665
1.2571428571428571,1.073469387755102,0.741012789491877,3.2818446439031526,1.580408163265306,1.1523365264473135,1.9628847,16.266273,8.251686
1.263265306122449,1.073469387755102,0.7374214512552443,3.291966156871349,1.5958392336526448,1.1523365264473135,2.0584059,16.92104,8.664498
1.269387755102041,1.073469387755102,0.733864756152727,3.302239279573414,1.611345272802999,1.1523365264473135,2.155496,17.599363,9.088694
1.2755102040816326,1.073469387755102,0.7303422053231939,3.312662544040028,1.626926280716368,1.1523365264473135,2.2541387,18.301655,9.5242605
1.2816326530612245,1.073469387755102,0.726853309437892,3.3232345172808824,1.642582257392753,1.1523365264473135,2.3772128,19.310898,10.125833
1.2877551020408164,1.073469387755102,0.7233975884738449,3.3339538002892413,1.6583132028321537,1.1523365264473135,2.552602,20.89629,11.017653
1.2938775510204081,1.073469387755102,0.7199745714936848,3.344819027079397,1.6741191170345688,1.1523365264473135,2.7307065,22.54993,11.934648
1.3,1.073469387755102,0.7165837964317051,3.3558288637557894,1.6900000000000002,1.1523365264473135,2.9115002,24.27282,12.876744
1.0,1.079591836734694,0.9262759924385633,3.0235057481122354,1.0,1.16551853394419,-0.096265554,1.7435842,2.3602948
1.006122448979592,1.079591836734694,0.9206394245332575,3.025377866289809,1.0122823823406915,1.16551853394419,-0.08527446,1.9450817,2.4202251
1.0122448979591836,1.079591836734694,0.9150710409171291,3.027513277313746,1.024639733444398,1.16551853394419,-0.07273573,2.1511102,2.475307
1.0183673469387755,1.079591836734694,0.9095696118134189,3.029907465989724,1.0370720533111204,1.16551853394419,-0.058675945,2.3618774,2.5256805
1.0244897959183674,1.079591836734694,0.9041339368424223,3.0325560516352255,1.0495793419408581,1.16551853394419,-0.043120563,2.5775862,2.5714827
1.030612244897959,1.079591836734694,0.8987628441483091,3.0354547832993584,1.0621615993336109,1.16551853394419,-0.025876284,2.7960544,2.6134124
1.036734693877551,1.079591836734694,0.8934551895568819,3.038599535179693,1.0748188254893793,1.16551853394419,-0.0059614778,3.0065055,2.6543126
1.042857142857143,1.079591836734694,0.8882098557630057,3.041986302226893,1.0875510204081633,1.16551853394419,0.015529871,3.220766,2.6916018
1.0489795918367346,1.079591836734694,0.8830257515464903,3.0456111959283967,1.1003581840899623,1.16551853394419,0.03857273,3.439045,2.7254114
1.0551020408163265,1.079591836734694,0.8779018110152726,3.0494704402628625,1.113240316534777,1.16551853394419,0.06314242,3.6615424,2.7558665
1.0612244897959184,1.079591836734694,0.8728369928747999,3.0535603678175205,1.1261974177426073,1.16551853394419,0.08921474,3.8884568,2.7830863
1.0673469387755101,1.079591836734694,0.8678302797225546,3.05787741606097,1.1392294877134526,1.16551853394419,0.11676639,4.1199784,2.8071837
1.073469387755102,1.079591836734694,0.8628806773667225,3.0624181237643575,1.1523365264473135,1.16551853394419,0.14577526,4.3563004,2.8282719
1.079591836734694,1.079591836734694,0.8579872141680454,3.0671791275642235,1.16551853394419,1.16551853394419,0.17621917,4.597608,2.8464522
1.0857142857142856,1.079591836734694,0.85314894040394,3.072157158660637,1.1787755102040816,1.16551853394419,0.2080766,4.8440814,2.8618283
1.0918367346938775,1.079591836734694,0.8483649276540113,3.0773490396445746,1.1921074552269888,1.16551853394419,0.24132687,5.0959034,2.8744955
1.0979591836734695,1.079591836734694,0.8436342682061264,3.082751681448788,1.2055143690129115,1.16551853394419,0.27594978,5.353248,2.8845458
1.1040816326530611,1.079591836734694,0.8389560744822478,3.0883620804167022,1.218996251561849,1.16551853394419,0.31192577,5.6162896,2.8920693
1.110204081632653,1.079591836734694,0.8343294784832647,3.094177315484149,1.2325531028738026,1.16551853394419,0.3492356,5.8852005,2.89715
1.116326530612245,1.079591836734694,0.829753631252095,3.1001945454689994,1.2461849229487716,1.16551853394419,0.3878612,6.160145,2.899868
1.1224489795918366,1.079591836734694,0.8252277023543564,3.1064110064639956,1.2598917117867554,1.16551853394419,0.42778414,6.4412932,2.9003053
1.1285714285714286,1.079591836734694,0.8207508793759422,3.1128240093283277,1.2736734693877552,1.16551853394419,0.46898657,6.7288046,2.8985338
1.1346938775510205,1.079591836734694,0.8163223674368633,3.1194309372736857,1.2875301957517702,1.16551853394419,0.51145214,7.022846,2.8946266
1.1408163265306124,1.079591836734694,0.8119413887207441,3.126229243540761,1.3014618908788007,1.16551853394419,0.55617625,7.349698,2.9227753
1.146938775510204,1.079591836734694,0.807607182019388,3.133216449162333,1.3154685547688463,1.16551853394419,0.6062544,7.7952604,3.0897827
1.153061224489796,1.079591836734694,0.8033190022918513,3.140390140809273,1.3295501874219078,1.16551853394419,0.65774614,8.262384,3.2647262
1.1591836734693879,1.079591836734694,0.799076120237493,3.147747968715979,1.3437067888379846,1.16551853394419,0.7106325,8.751648,3.4476762
1.1653061224489796,1.079591836734694,0.7948778218824799,3.1552876446819016,1.3579383590170762,1.16551853394419,0.7750487,9.147243,3.676138
1.1714285714285715,1.079591836734694,0.7907234081792613,3.163006940146001,1.372244897959184,1.16551853394419,0.84565693,9.509733,3.9315648
1.1775510204081634,1.079591836734694,0.7866121946185372,3.1709036843310883,1.386626405664307,1.16551853394419,0.91811293,9.889017,4.198261
1.183673469387755,1.079591836734694,0.7825435108532689,3.178975762455195,1.4010828821324448,1.16551853394419,0.9923933,10.285608,4.4762735
1.189795918367347,1.079591836734694,0.7785167003342984,3.1872211140071927,1.4156143273635986,1.16551853394419,1.068476,10.700018,4.7656536
1.195918367346939,1.079591836734694,0.7745311199571603,3.195637731084051,1.4302207413577679,1.16551853394419,1.1463401,11.132732,5.0664406
1.2020408163265306,1.079591836734694,0.7705861397196876,3.2042236567872315,1.444902124114952,1.16551853394419,1.2259631,11.584242,5.3786674
