Lambda11(-),Lambda22(-),Sigma11(KPa),Sigma22(KPa),Energy_exp,Lambda33(-),I1,I41,I42
1.058631,1.127702,4.247000000000001,4.993,0.4549851253569293,0.8376470088357676,3.0940639063765083,1.1206995941609998,1.121626672063786
1.059061,1.130528,4.345,5.068,0.469320310782334,0.8352138770898252,3.097285980988418,1.121610201721,1.1225419319253536
1.0603509999999998,1.131914,4.415000000000001,5.176,0.4809277697391821,0.8331763199963452,3.0997563267996524,1.1243442432009996,1.1252782593631752
1.060774,1.133779,4.448,5.284,0.4913053781403108,0.8314740983906661,3.102045476211571,1.1252414790759997,1.1261785756403928
1.061605,1.134776,4.518,5.359,0.4994934001204075,0.8300932886659209,3.103776614089204,1.1270051760249995,1.127943921404658
1.062641,1.136552,4.588,5.433999999999999,0.5123736986084291,0.8279881496904459,3.106520719612808,1.129205894881,1.1301475809581052
1.063044,1.138793,4.687,5.542,0.5249424354761968,0.8260455015378573,3.1092632133959297,1.1300625459359996,1.131007949219203
1.0644019999999998,1.139724,4.823000000000001,5.684,0.5355998320275208,0.8243176985040237,3.1114220818469702,1.1329516176039998,1.133898567314412
1.064774,1.141636,4.960000000000001,5.792999999999999,0.5469279101859064,0.8226496303903661,3.113828841953405,1.1337436710759998,1.1346938006554854
1.065671,1.143673,5.069000000000001,5.901,0.5615739061147764,0.8204931962793633,3.116851696310726,1.135654680241,1.1366082034426477
1.0667,1.144823,5.205000000000001,5.944000000000001,0.5724840148473578,0.8188782930116697,3.1190302500947054,1.13784889,1.1388043317622687
1.067127,1.146339,5.342000000000001,5.985999999999999,0.5824883343124236,0.8174681177965102,3.121107260663769,1.1387600341289998,1.1397180080010292
1.068115,1.148532,5.413000000000001,6.029000000000001,0.5989464405372091,0.8151525398194519,3.1244690714231025,1.1408696532249998,1.1418312959004122
1.069032,1.150869,5.485,6.106,0.6159559503092051,0.8127994528696223,3.1279718227701574,1.142829417024,1.1437949771268123
1.0700539999999998,1.152772,5.556,6.217,0.6314108853732171,0.8106826639970561,3.131105228605363,1.1450155629159997,1.145984318830024
1.070851,1.155131,5.760000000000002,6.327999999999999,0.6484462717941176,0.8084249609685135,3.134600408878942,1.146721864201,1.1476945890412005
1.071298,1.156633,5.831000000000001,6.438999999999999,0.659159933962429,0.8070382648762663,3.1367900624674947,1.1476794048039998,1.148654660928686
1.072109,1.15832,5.9030000000000005,6.55,0.6730653347837471,0.8052532811553824,3.139555777092509,1.149417707881,1.1503958109881296
1.0735,1.159762,6.012,6.627,0.6889868044787724,0.8032099437211115,3.142596360336471,1.1524022499999995,1.153382789916653
1.0749769999999998,1.162271,6.0840000000000005,6.738999999999999,0.711744585110715,0.8003748361745663,3.147049306351464,1.1555755505289995,1.156560337585654
1.0753659999999998,1.164453,6.184,6.896,0.7267507795649524,0.7985860779233339,3.1501025470179727,1.1564120339559996,1.1574005220813328
1.076295,1.165734,6.294000000000001,7.007999999999999,0.739781878113594,0.7970199897416189,3.15258754982873,1.158410927025,1.1594015911931332
1.077589,1.167696,6.327000000000001,7.132000000000001,0.7592534925406428,0.7947253348733186,3.1563003592265084,1.1611980529209998,1.1621920545893951
1.077615,1.170196,6.399,7.324,0.7748653928366482,0.7930083545855016,3.1594750170834045,1.161254088225,1.1622523507015652
1.0788019999999998,1.172984,6.500000000000001,7.550999999999999,0.7996644690426964,0.7902530285230235,3.16420506854981,1.1638137552039995,1.1648167800814422
1.0794709999999998,1.173235,6.610000000000001,7.813000000000001,0.8053718270832027,0.7895943101062771,3.1651971796182075,1.1652576398409995,1.1662610940272486
1.081206,1.175084,6.683,8.075000000000001,0.8285557276684083,0.7870868198349994,3.1693344834499726,1.1690064144359995,1.1700130339707435
1.081837,1.176993,6.822,8.338,0.8458165609318846,0.785351882981402,3.1724613967204336,1.170371294569,1.1713811873975737
1.082283,1.178645,6.865000000000001,8.602,0.8605172524581863,0.7839279428459387,3.1750835476886645,1.1713364920889997,1.172349221831262
1.083435,1.179753,6.938,8.866000000000001,0.876066066166205,0.7823589378343234,3.1777340478432508,1.1738313992249998,1.1748460339207951
1.08492,1.182444,6.944000000000001,9.165,0.9061139796018106,0.7795100212856088,3.1828610928206897,1.1770514063999995,1.1780706751097758
1.0854549999999998,1.184342,7.093,9.431,0.9244868361737943,0.7778772061053567,3.185971477767275,1.1782125570249995,1.1792351005192905
1.0867909999999998,1.186383,7.166,9.766,0.9497836216457112,0.7755843761561924,3.1901504249075896,1.1811146776809998,1.18214074855094
1.087235,1.189361,7.2010000000000005,10.136,0.9776649963882172,0.7733264806664231,3.194693379245915,1.182079945225,1.1831111737448858
1.088079,1.192635,7.312000000000001,10.507,1.0116692527198718,0.7706053524352484,3.2001267626678533,1.183915910241,1.1849528239803109
