Lambda11(-),Lambda22(-),Lambda33(-),Energy,Sigma11(KPa),Sigma22(KPa)
1.023003,1.059045,0.9230148293402928,0.3434308957521244,1.789214426764449,2.462573942774391
1.0234059999999998,1.060957,0.9209886087172282,0.348564125565,1.8325396065980009,2.5353189278625905
1.024187,1.061938,0.919436158668684,0.35233017733492933,1.8754529070356645,2.5831237675358816
1.025404,1.063989,0.9165746775427812,0.35962020646239307,1.9500957323221497,2.6754935580506567
1.0260859999999998,1.065223,0.9149043718456994,0.36402629382161983,1.9931464511432733,2.73016280588549
1.0266849999999998,1.066046,0.9136646833397422,0.3673064718371469,2.0270530304347947,2.769260233409227
1.027321,1.068174,0.911279984333354,0.37407977748980453,2.0816436326185546,2.8537150991911204
1.027833,1.069522,0.9096780601117228,0.37869903542279065,2.1201154844227714,2.9092239211891835
1.028605,1.071682,0.9071632172648298,0.38616602097114056,2.1799239611448966,2.9973202243760797
1.02945,1.073181,0.9051525242582972,0.3921606368534937,2.2325732065999446,3.0641415605180775
1.030494,1.074066,0.9034904440221604,0.3970049836186058,2.283409326694505,3.113581050081743
1.031479,1.075332,0.9015649920268444,0.4028897544936845,2.337699910077424,3.175032694294403
1.031728,1.077126,0.8998461727768309,0.4086723498708895,2.372950191709845,3.241159458035633
1.032227,1.079143,0.8977301008278529,0.4158324929366908,2.420456949897237,3.3195664142243304
1.0323719999999998,1.080107,0.8968028963976539,0.41907952823909,2.439736018267401,3.3553443339615514
1.033699,1.081299,0.8946642888330839,0.4259997017252688,2.5052933040395935,3.4206825330033386
1.0340619999999998,1.083009,0.8929381031966467,0.43221261481533646,2.5432655771178974,3.4861725692761967
1.034798,1.084611,0.890985045192014,0.4391552657859157,2.593217913586579,3.5548597367090684
1.035732,1.085811,0.8891977775022991,0.44544995438691876,2.644581701447941,3.6134062911003175
1.036972,1.086958,0.8871972905745782,0.4525029883720008,2.706385365574288,3.675827011352647
1.037718,1.089428,0.8845494502315943,0.4627360625351148,2.7691411592846498,3.7748636258374484
1.038547,1.091112,0.8824792699548207,0.47075564549070625,2.8236229125553765,3.8484071316235804
1.039373,1.092276,0.8808382752940672,0.4771082835338951,2.870560299565641,3.903992195377322
1.040395,1.093741,0.8787943402389733,0.4851787386968612,2.9290174940382583,3.9737106695944098
1.040921,1.095257,0.8771344978230906,0.4920918988098802,2.9699753035538343,4.03605357053919
1.042269,1.096889,0.8746967199065152,0.5020086487122883,3.042870200933888,4.117852100732541
1.042786,1.098824,0.8727235023098906,0.5106656164872725,3.089447008637106,4.194781227492649
1.0443559999999998,1.100489,0.8700931065985366,0.5217688632115796,3.171138093608021,4.282206868579734
1.045447,1.102466,0.8676264327171482,0.5327491644088926,3.2396111120396114,4.371705248914621
1.046453,1.103473,0.8660013347860833,0.5398983042185295,3.291257089383584,4.425882998550359
1.047227,1.105379,0.8638691391983845,0.5498855494923016,3.347040021407631,4.5072287296157505
